tweet_id	created_at	text
540468219815809024	2014-12-04 11:30:39	'RT @divinereyes: Those areas highlighted in red will be most affected by typhoon #RubyPH. @dzbb @dost_pagasa http://t.co/YfnOC5a0FR'
540468126958112769	2014-12-04 11:30:17	'RT @WeatherPH: #Hagupit slowed down 30kph - 18kph; still threatens Eastern Visayas &amp; Bicol Region. Read more:http://t.co/6XUl5kQ5Aj http://…'
540468601677819905	2014-12-04 11:32:10	'RT @CEnterTechNews: Typhoon #RubyPH Storm Signal on Affected Areas December 4 Updates|=&gt;http://t.co/6vHgX7LsPz http://t.co/pgw0S9bWiE'
540468642865876992	2014-12-04 11:32:20	'RT @DayangAndOnly: my God is better and stronger than you #RubyPH'
540468353324695552	2014-12-04 11:31:11	'RT @GovRamil: “@DepEd_PH: As of 6:30PM: List of areas where class suspensions have been announced due to #RubyPH http://t.co/nx2u25tvHe #wa…'
540468571772440576	2014-12-04 11:32:03	'Matnog Port in Sorsogon closed early due to Typhoon Ruby. #RubyPH (Photo via @zhandercayabyab) http://t.co/qniSUh9YBw'
540468577778675712	2014-12-04 11:32:05	"'""@PINOY_QUOTES: PRAYER - The best armor against among all trials. #RubyPH #PrayForThePhilippines http://t.co/DbwBrgQuWK""'"
540468452360986624	2014-12-04 11:31:35	RT @HI_PH: INFOGRAPHIC: How's your #preparedness kit? Here's a quick glance of some of the essentials. #Hagupit #RubyPH http://t.co/KIuQzpg…
540468508631375872	2014-12-04 11:31:48	'what if my mom gathers all the food then I eat it all #RubyPH'
540468629360242688	2014-12-04 11:32:17	'RT @DZMMTeleRadyo: [5PM UPDATE] Public storm warning signal dahil kay #RubyPH http://t.co/6w4wbnvCXj http://t.co/ENKxO8ABvQ'
540468639128756226	2014-12-04 11:32:19	'What is it with the letter H!#Hagupit is looking terrifying to the families still recovering from #Haiyan.Pray it changes course.'
540468536741613568	2014-12-04 11:31:55	'If you believe in God, anything is possible. #RubyPH'
540468425227657216	2014-12-04 11:31:28	'RT @timesofindia: Philippines on highest alert as super typhoon #Hagupit approaches http://t.co/6Asdg3PReU http://t.co/K2DWMnyYTA'
540468402683273216	2014-12-04 11:31:23	'you typhoons may be tough, but when it comes to shameless dirty name-calling, we always win. #rubyph\n#yolandaph 😠'
540468583155785728	2014-12-04 11:32:06	'RT @Seb_Castro: you typhoons may be tough, but when it comes to shameless dirty name-calling, we always win. #rubyph\n#yolandaph 😠'
540468498040770560	2014-12-04 11:31:46	'#RUBYPH GO AWAY. PLEASE.'
540468544740151296	2014-12-04 11:31:57	'RT @humanityfirstuk: Typhoon #Hagupit to reach #Philippines on Saturday 6 Dec. Gusts currently at 195km/h. HF team currently working on rec…'
540468329627287552	2014-12-04 11:31:05	'RT @NARRYXSHINE: STAY SAFE TO ALL FILO DIRECTIONERS OUT THERE!😊😊💕\n\nPRAY HARDER GUYS🙏🙏🙏\n\n#MTVStars One Direction\n#RubyPH http://t.co/ONp5EwD…'
540468343770066945	2014-12-04 11:31:09	'Sorry but i really need to say bye. Armys hope TRB will not be cancel. And then Ruby, please hate ph. Go Away!🙏 #RubyPH'
540468433020661760	2014-12-04 11:31:30	'RT @BTS_PHARMY: The weather being so calm makes me so nervous. Just pray~ #RubyPH'
540468549492289537	2014-12-04 11:31:58	RT @govph: Guide to PAGASA's public storm warning signals (signal nos. 1 to 4): http://t.co/FnINTuVyJm #RubyPH http://t.co/IcOlUeeaLH
540468501563990016	2014-12-04 11:31:46	'RT @thisisasLe: @aaenaaa @NovakIndiaFans @No1likeNole @livewire89 ...experienced another super typhoon,#Hagupit.Landfall is on Saturday, St…'
540468457783832576	2014-12-04 11:31:36	'RT @DepEd_PH: LAPU-LAPU CITY | #walangpasok Classes in ALL LEVELS are suspended tomorrow, Dec. 5, 2014 | via @cebugovph http://t.co/msACq5H…'
540468645680656384	2014-12-04 11:32:21	RT @HI_PH: INFOGRAPHIC: How's your #preparedness kit? Here's a quick glance of some of the essentials. #Hagupit #RubyPH http://t.co/KIuQzpg…
540468493351915520	2014-12-04 11:31:44	'RT @timesofindia: Philippines on highest alert as super typhoon #Hagupit approaches http://t.co/6Asdg3PReU http://t.co/K2DWMnyYTA'
540468433175851008	2014-12-04 11:31:30	RT @ABSCBNNews: Which places may be hit by #RubyPH's storm surges? http://t.co/i5Q13eyHSU #Hagupit http://t.co/rmHEHdeGuf
540468425592549376	2014-12-04 11:31:28	'RT @inquirerdotnet: Pres. @noynoyaquino on #RubyPH preparation: We should be wiser after #YolandaPH http://t.co/VrVXe3nVhk | @FMangosingINQ'
540468395771039745	2014-12-04 11:31:21	'keep safe\n#RubyPH'
540468541321789440	2014-12-04 11:31:56	'RT @CEnterTechNews: Typhoon #RubyPH Storm Signal on Affected Areas December 4 Updates|=&gt;http://t.co/6vHgX7LsPz http://t.co/pgw0S9bWiE'
540468535298768896	2014-12-04 11:31:54	LORD , Don't let anyone hurt .keep us safe   #RubyPH
540468418063761409	2014-12-04 11:31:26	'Bless our nation oh lord, please keep us safe. 🙏 #RubyPh'
540468402918141952	2014-12-04 11:31:23	'No matter what happens, praise GOD. :)\n#RubyPH'
540468568710991872	2014-12-04 11:32:02	'RT @TeamLouis1DPH: List of critical areas. Emergency preparations are highly recommended. Keep safe everyone! 🙌🙏☝ Please spread. #RubyPH ht…'
540468548498231296	2014-12-04 11:31:58	'RT @sunstarcebu: Partial list (showing Cebu only) of localities w/ storm surge advisory | via Project Noah #RubyPH http://t.co/QsM27uzbMp'
540468498154024961	2014-12-04 11:31:46	'please pray for our country #RubyPH \n#MTVStars One Direction'
540468683798106112	2014-12-04 11:32:30	RT @ABSCBNNews: Which places may be hit by #RubyPH's storm surges? http://t.co/i5Q13eyHSU #Hagupit http://t.co/rmHEHdeGuf
540468716526252032	2014-12-04 11:32:38	'Be safe mo. #RubyPH'
540468733009862656	2014-12-04 11:32:42	Kung dili mo-uwan ugma, maayo. You have valuable prep time before #RubyPH arrives. That's the point of suspension - PREPARATION.
540468711442759681	2014-12-04 11:32:36	"'""@ABSCBNChannel2: Seriously, Philippines what did you do to deserve this? #Hagupit :( http://t.co/WSoJanLVqy""'"
540468821891354624	2014-12-04 11:33:03	'Stranded due to Typhoon #RubyPH as of 3PM in Northern Mindanao &amp; Eastern Visayas - 64 pax, 2 vessels, 24 rolling cargoes, 1 mbca | via #PCG'
540468735522242560	2014-12-04 11:32:42	#RubyPH it's like Yolanda all over again &lt;/3
540468703096098816	2014-12-04 11:32:34	'A must-download app!!! Keep safe everyone! 🙏\n#RubyPH http://t.co/5vgddXarHe'
540468884445204481	2014-12-04 11:33:18	'Keep safe Bicol! #RubyPH'
540468655872417792	2014-12-04 11:32:23	'Keepsafe guys. #RubyPH'
540468924962590720	2014-12-04 11:33:27	'RT @anthonywx: Still trying to nail down track. But here is my best guess. Possible humanitarian disaster. #Hagupit/#RubyPH http://t.co/f9u…'
540468779780538370	2014-12-04 11:32:53	'@earthlymalik @arcticcum @KRINDRX STAY SAFE JAN HA WE WILL PRAY FOR YOU YIZA CAM AND KRIZHA #RubyPH'
540468778706808832	2014-12-04 11:32:52	'Stay safe! No Classes tomorrow #RubyPH 🌊☔️'
540468698650116096	2014-12-04 11:32:33	'RT @Chanyeoliebby: #RubyPH All we need is prayers and faith. Keep safe everyone!'
540468808389898241	2014-12-04 11:33:00	RT @ABSCBNNews: 'Hagupit' now a super-typhoon: JTWC http://t.co/efU0ZZlq0K http://t.co/mhEjkns1VI #RubyPH
540468667670990848	2014-12-04 11:32:26	'RT @Seb_Castro: you typhoons may be tough, but when it comes to shameless dirty name-calling, we always win. #rubyph\n#yolandaph 😠'
540468672222208000	2014-12-04 11:32:27	'Tips to keep you and your families safe before a Typhoon.\n\nStay safe and dry everyone!\n\n#RubyPH #BePrepared... http://t.co/n8YGaXlJHP'
540468977856544768	2014-12-04 11:33:40	'RT @timesofindia: Philippines on highest alert as super typhoon #Hagupit approaches http://t.co/6Asdg3PReU http://t.co/K2DWMnyYTA'
540468843270139904	2014-12-04 11:33:08	'Learn more about what the public storm warning signals (signal nos. 1 to 4) entail: http://t.co/vqOGcAd3bM #RubyPH http://t.co/3DMhtoDn5c'
540468823694913536	2014-12-04 11:33:03	'RT @DepEd_PH: Be prepared and take precautionary measures! #RubyPH http://t.co/LmIhIAUtu0'
540468747929022464	2014-12-04 11:32:45	'RT @DepEd_PH: As of 7:30PM: List of areas with class suspension, December 5, 2014 http://t.co/WHvio8eDZt #walangpasok'
540468716337909760	2014-12-04 11:32:38	'RT @WHOPhilippines: Health Tips as we brace for Typhoon #RubyPH http://t.co/CdOVPU5fWs'
540468714681143297	2014-12-04 11:32:37	'RT @AssaadRazzouk: #Philippines On Alert As Typhoon #Hagupit Heads Towards #Haiyan-Hit Areas http://t.co/Uyf5ycWdmt #climate http://t.co/Vd…'
540468654388035584	2014-12-04 11:32:23	'RT @WeatherPH: #Hagupit slowed down 30kph - 18kph; still threatens Eastern Visayas &amp; Bicol Region. Read more:http://t.co/6XUl5kQ5Aj http://…'
540468701904904192	2014-12-04 11:32:34	'RT @MovePH: Be a responsible netizen! Here are the hashtags to remember for #RubyPH. http://t.co/D2l26XckAN'
540468691192659970	2014-12-04 11:32:32	"'""@Chanyeoliebby: #RubyPH All we need is prayers and faith. Keep safe everyone!""'"
540468751288647681	2014-12-04 11:32:46	'RT @ANCALERTS: Matnog Port in Sorsogon closed early due to Typhoon Ruby. #RubyPH (Photo via @zhandercayabyab) http://t.co/qniSUh9YBw'
540468887184097280	2014-12-04 11:33:18	'RT @govph: #walangpasok • LAPU-LAPU CITY: Classes in ALL LEVELS are suspended tomorrow, December 5, 2014, due to #RubyPH. | via @cebugovph'
540468874475339776	2014-12-04 11:33:15	'Signal #1 ang Bohol. Keep safe everyone! And PRAY-PRAY-PRAY #RubyPH'
540468825485889536	2014-12-04 11:33:04	RT @mickshantong: Nalulungkot ako for Yolanda survivors, after oner year heto they'll be facing another challenge #RubyPH , December pa man…
540468814832365568	2014-12-04 11:33:01	'#PrayForThePhilippines another supertyphoon on PAR #RubyPH'
540468809354584064	2014-12-04 11:33:00	'and a cold welcome to #RubyPH'
540468802626936832	2014-12-04 11:32:58	"'""@PINOY_QUOTES: PRAYER - The best armor against among all trials. #RubyPH #PrayForThePhilippines http://t.co/rR0y5kuSd4""'"
540468722264068096	2014-12-04 11:32:39	"'""@ABSCBNChannel2: Seriously, Philippines what did you do to deserve this? #Hagupit :( http://t.co/Qvzda2SHoF""'"
540468973876150272	2014-12-04 11:33:39	'Landfall expected Saturday, Dec. 6\n\n#RubyPH intensifies, moves toward Eastern Visayas http://t.co/cdIO2OIRmd'
540468902161940480	2014-12-04 11:33:22	'My relatives in leyte please do keep safe? Please? Ruby i beg you. go way. Please. #RubyPH'
540468700965392384	2014-12-04 11:32:34	'RT @VECO_Cebu: We are prepared for you #RubyPH !\n#CebuIsReady http://t.co/bV1ZXX8p5M'
540469024451067904	2014-12-04 11:33:51	'RT @cebugovph: We are prepared for you #RubyPH ! #CebuIsReady via @VECO_Cebu http://t.co/b2LZydo9Mg'
540469093606760449	2014-12-04 11:34:08	'RT @TeamLouis1DPH: Be alert and always pray. STAY SAFE EVERYONE! #RubyPH'
540469068080234497	2014-12-04 11:34:01	'RT @TeamLouis1DPH: Be alert and always pray. STAY SAFE EVERYONE! #RubyPH'
540469034991378432	2014-12-04 11:33:54	'RT @jeGardose97: Prayer is the answer. 🙏🙏🙏 #RubyPH'
540469222057725952	2014-12-04 11:34:38	'RT @MSantosINQ: Comparison map of Yolanda track in 2013 and forecast track of #RubyPH Read: http://t.co/jgSie6lNKs @inquirerdotnet http://t…'
540469033779597312	2014-12-04 11:33:53	'As of 5pm today. Next bulletin at 11pm tonight \n#RubyPH http://t.co/TW2O60bGvg'
540469146962501632	2014-12-04 11:34:20	'Pray HARDER Philippines!!... #RubyPH #Hagupit http://t.co/R4pQs8GVrr'
540469098161782785	2014-12-04 11:34:09	RT @RealLiamPaynePH: Prayer is our biggest weapon. Let's all be prepared. #RubyPH http://t.co/Gv3v2zcu9B
540469345554812928	2014-12-04 11:35:08	Super Typhoon #Hagupit bears down on the Philippines. Hope it's not another #Haiyan http://t.co/UeQkdHHAf8
540469255754747904	2014-12-04 11:34:46	'CARE prepares for typhoon #Hagupit impact, #Philippines; ready to respond if needed http://t.co/MrQUXj8kKO via @reliefweb, @CAREphl #RubyPH'
540469091538989056	2014-12-04 11:34:07	'RT @MSantosINQ: Comparison map of Yolanda track in 2013 and forecast track of #RubyPH Read: http://t.co/jgSie6lNKs @inquirerdotnet http://t…'
540469322062110720	2014-12-04 11:35:02	RT @knswaggies: Let Us pray for everyone's safety. #RubyPH Keep safe and Dry guys! Godbless. @bernardokath @imdanielpadilla @min_bernardo @…
540469273563394048	2014-12-04 11:34:50	'RT @govph: Learn more about what the public storm warning signals (signal nos. 1 to 4) entail: http://t.co/vqOGcAd3bM #RubyPH http://t.co/3…'
540469058143911937	2014-12-04 11:33:59	RT @mickshantong: Nalulungkot ako for Yolanda survivors, after oner year heto they'll be facing another challenge #RubyPH , December pa man…
540469308845879296	2014-12-04 11:34:59	'RT @filipinoELF: Signal #2 as of 6pm #RubyPH.To everyone in the Philippines,ELF or not pls be http://t.co/VAOsIwLL7v to GMA I M Ready http:…'
540469292412579841	2014-12-04 11:34:55	'RT @PIANewsDesk: Stranded due to Typhoon #RubyPH as of 3PM in Northern Mindanao &amp; Eastern Visayas - 64 pax, 2 vessels, 24 rolling cargoes, …'
540469336503091201	2014-12-04 11:35:05	'#RubyPH stooppp'
540469152121487361	2014-12-04 11:34:21	'RT @Seb_Castro: you typhoons may be tough, but when it comes to shameless dirty name-calling, we always win. #rubyph\n#yolandaph 😠'
540469037730250753	2014-12-04 11:33:54	'#PrayForThePhilippines Supertyphoon #RubyPH making landfall on saturday.'
540469084488359938	2014-12-04 11:34:05	'Yolanda was harsh “@Seb_Castro: you typhoons may be tough, but when it comes to shameless dirty name-calling, we always win. #rubyph\n 😠”'
540469157926416384	2014-12-04 11:34:23	'RT @puretuts: #WalangPasok in Region 10. Feel free to share. http://t.co/qkGvvWfqDd'
540469194660130816	2014-12-04 11:34:32	'RT @dost_pagasa: Public Storm Warning Signal 2 #RubyPH http://t.co/pXNpVJqmlj'
540469008290816001	2014-12-04 11:33:47	RT @HI_PH: INFOGRAPHIC: How's your #preparedness kit? Here's a quick glance of some of the essentials. #Hagupit #RubyPH http://t.co/KIuQzpg…
540469258287726592	2014-12-04 11:34:47	'RT @yatzsooo: Pray HARDER Philippines!!... #RubyPH #Hagupit http://t.co/R4pQs8GVrr'
540469036761350144	2014-12-04 11:33:54	'Right now all we can do is to pray 🙏.\r#rubyPh'
540469084974882816	2014-12-04 11:34:05	'RT @Swish_Beast Ingat nalang guys! Always Pray. #RubyPH http://t.co/I95kUSzVgM http://t.co/HYAX2rPPEP'
540469220111556608	2014-12-04 11:34:38	#RubyPH Let's pray :((
540469084341559296	2014-12-04 11:34:05	Lets pray for the philippines' safety\n#RubyPH\n\n#MTVStars One Direction
540469300255928320	2014-12-04 11:34:57	'RT @Seb_Castro: you typhoons may be tough, but when it comes to shameless dirty name-calling, we always win. #rubyph\n#yolandaph 😠'
540469255888961536	2014-12-04 11:34:46	'CARE prepares for typhoon #Hagupit impact, #Philippines; ready to respond if needed http://t.co/mDn3Ld73kq via @reliefweb, @CAREphl #RubyPH'
540469296640446464	2014-12-04 11:34:56	'be safe . . pray for your safety ;) #RubyPH'
540469309219143681	2014-12-04 11:34:59	#RubyPH super typhoon is now in the Philippines. Let's all BE PREPARED, stay safe, and dry!
540469179900370945	2014-12-04 11:34:28	'RT @CBNAsia: Let us all pray for the following areas under public storm signal no 1. #RubyPH #Typhoon http://t.co/Vm2M1TKWWx'
540469186883895296	2014-12-04 11:34:30	'RT @govph: #walangpasok • LAPU-LAPU CITY: Classes in ALL LEVELS are suspended tomorrow, December 5, 2014, due to #RubyPH. | via @cebugovph'
540469084627140608	2014-12-04 11:34:05	'RT @PIANewsDesk: Stranded due to Typhoon #RubyPH as of 3PM in Northern Mindanao &amp; Eastern Visayas - 64 pax, 2 vessels, 24 rolling cargoes, …'
540469100368388096	2014-12-04 11:34:09	'Track forecast for Super Typhoon #Hagupit takes storm near Manila as a Cat 3/4 storm. More on this today @mashable http://t.co/46Kr7tVAmG'
540469116101222400	2014-12-04 11:34:13	'RT @DepEd_PH: Be prepared and take precautionary measures! #RubyPH http://t.co/LmIhIAUtu0'
540469248439508993	2014-12-04 11:34:44	'RT @dost_pagasa: WEATHER BULLETIN NUMBER THREE\nTROPICAL CYCLONE WARNING: TYPHOON “#RubyPH” \nISSUED AT 5:00 PM, 04 DECEMBER 2014... http://t…'
540469069137195008	2014-12-04 11:34:02	'RT @Alco_Guerrero: Hey #DanRisNation #TeamLabas #MariestellersW thanks for helping me out! More about #Hagupit later. Meantime!!! 👇👇👇 http:…'
540469071003672576	2014-12-04 11:34:02	'Cancelled flights due to Typhoon #RubyPH. | via @naia_miaa http://t.co/5AXaI01GsF'
540469213597409282	2014-12-04 11:34:36	'RT @SKINNYDICKMALIK: Stay safe everyone! #RubyPH'
540469105468248064	2014-12-04 11:34:10	Let Us pray for everyone's safety. #RubyPH Keep safe and Dry guys! Godbless. @bernardokath @imdanielpadilla @min_bernardo @Estrada21Karla
540469091031470080	2014-12-04 11:34:07	'RT @Seb_Castro: you typhoons may be tough, but when it comes to shameless dirty name-calling, we always win. #rubyph\n#yolandaph 😠'
540469239421739008	2014-12-04 11:34:42	'A storm is coming to PH again as strong as last year :( Please God, make me and my family safe xx #RubyPH'
540469019266908160	2014-12-04 11:33:50	'RT @hxrrystyl: #RubyPH as long as possible filo directioners stay inside your house okay? stay safe x'
540469514781990912	2014-12-04 11:35:48	'Keep safe everyone..\n\n#RubyPH'
540469683011330048	2014-12-04 11:36:28	'RT @SaveChildrenPH: @SaveChildrenPH Tacloban Field Office prepares all stocks for immediate distribution. #Hagupit #RubyPH http://t.co/xegb…'
540469643685535746	2014-12-04 11:36:19	'Signal number 2 here in Northern Samar! Keep safe everyone😭🙏#Pray#RubyPH'
540469451053740032	2014-12-04 11:35:33	'we are stronger than #RubyPH 💪'
540469704419069953	2014-12-04 11:36:33	'RT @wawam: path of #RubyPH from here : http://t.co/LOZwwElbap. take note of time stamp http://t.co/oBcXCDku6z'
540469521748742144	2014-12-04 11:35:50	"'""Forced evacuation"" ongoing in 58 coastal brgys of Dinagat Islands; started 4 p.m. -- provincial PIO #RubyPH  @banderainquirer'"
540469422364700672	2014-12-04 11:35:26	'RT @CEnterTechNews: Typhoon #RubyPH Storm Signal on Affected Areas December 4 Updates|=&gt;http://t.co/6vHgX7LsPz http://t.co/pgw0S9bWiE'
540469579462356992	2014-12-04 11:36:03	'RT @ZaynMalik1DPHIL: Be safe everyone! #RubyPH'
540469528530911232	2014-12-04 11:35:51	RT @ABSCBNNews: 'Hagupit' now a super-typhoon: JTWC http://t.co/efU0ZZlq0K http://t.co/mhEjkns1VI #RubyPH
540469694147211265	2014-12-04 11:36:31	'RT @filipinoELF: Storm Signal #1 as of 6pm today for typhoon #RubyPH. Keep safe everyone http://t.co/QMs9BDZq3y'
540469495366569985	2014-12-04 11:35:43	'God, please protect us from this devastating typhoon. Amen. #RubyPH'
540469739244384256	2014-12-04 11:36:41	'RT @filipinoELF: To every Filipino pls keep safe as #RubyPH will soon hit the Phililippines.Keep safe everyone. Credit to GMA IM Ready http…'
540469725684174848	2014-12-04 11:36:38	'Stay safe everyone and dont forget to Pray! #RubyPH'
540469659968233472	2014-12-04 11:36:23	'RT @govph: Learn more about what the public storm warning signals (signal nos. 1 to 4) entail: #RubyPH... http://t.co/MqbASMoJu8'
540469447522148355	2014-12-04 11:35:32	'lets just pray.. #RubyPH'
540469537498361856	2014-12-04 11:35:53	"'RT @MissKhteAshly_: ""Go home, my people, and lock your doors! Hide yourselves for a little while until the LORD’S anger has passed."" -Isaia…'"
540469676199800832	2014-12-04 11:36:26	'RT @filipinoELF: Signal #2 as of 6pm #RubyPH.To everyone in the Philippines,ELF or not pls be http://t.co/VAOsIwLL7v to GMA I M Ready http:…'
540469518103887872	2014-12-04 11:35:49	"'""Learn from your past, move on, grow stronger.""\n\n#RubyPH'"
540469658600882176	2014-12-04 11:36:22	'updated on #RubyPH hope this will not leave hostile destruction. Watching @TVPatrol via http://t.co/GyL6iHnQN1. http://t.co/VUyOhO1Xny'
540469628523130880	2014-12-04 11:36:15	'RT @govph: Learn more about what the public storm warning signals (signal nos. 1 to 4) entail: http://t.co/vqOGcAd3bM #RubyPH http://t.co/3…'
540469636098039808	2014-12-04 11:36:17	'RT @gmanews: .@dost_pagasa: 18 areas now under storm signals as Typhoon #RubyPH intensifies http://t.co/LWSFIWXOOl http://t.co/6D4N7MoVzT'
540469738170630145	2014-12-04 11:36:41	'RT @TeamLouis1DPH: List of critical areas. Emergency preparations are highly recommended. Keep safe everyone! 🙌🙏☝ Please spread. #RubyPH ht…'
540469707149950976	2014-12-04 11:36:34	'Be safe relatives!RT @ABSCBNNews: Classes in Masbate City (all levels) are suspended tomorrow, December 5 | via @LGUMasbateCity #walangpasok'
540469466937561088	2014-12-04 11:35:37	'RT @AmorLarrosa: PAGASA WF Chris Perez: Metro Manila is expected to experience rainy weather on Sunday as #RubyPH approaches Romblon area.'
540469624513392640	2014-12-04 11:36:14	'RT @Alco_Guerrero: Hey #DanRisNation #TeamLabas #MariestellersW thanks for helping me out! More about #Hagupit later. Meantime!!! 👇👇👇 http:…'
540469358514819072	2014-12-04 11:35:11	'RT @unisdr: Strong action by #Ph govt. List of school closures gives idea of #RubyPH possible strike area.  #drr  #wcdrr https://t.co/ANxkt…'
540469724237557760	2014-12-04 11:36:38	'Photo: City boosts commodities to be pre-positioned for evacuation centers (Photos by Ador Hurtado) #RubyPH... http://t.co/b0DD1oR1e1'
